Date,Link,Title,Venue,Language
2020-04-11 01:00:04+00:00,https://www.aargauerzeitung.ch/ausland/universitaet-mehr-als-2000-corona-tote-in-24-stunden-in-den-usa-137639263,Universität: Mehr als 2000 Corona-Tote in 24 Stunden in den USA - Ausland - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-11 02:00:00+00:00,https://www.aargauerzeitung.ch/aargau/kanton-aargau/kann-ich-getestet-werden-aargauer-aerzte-beantworten-fragen-zum-coronavirus-137637708,«Kann ich getestet werden?» Aargauer Ärzte beantworten Fragen zum Coronavirus - Kanton (Aargau) - Aargau - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-11 02:00:00+00:00,https://www.aargauerzeitung.ch/aargau/kanton-aargau/wir-werden-die-solidaritaet-nach-corona-noch-staerker-brauchen-137634733,«Wir werden die Solidarität nach Corona noch stärker brauchen» - Kanton (Aargau) - Aargau - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-11 02:45:00+00:00,https://www.aargauerzeitung.ch/kommentare-aaz/kann-man-faul-und-trotzdem-nuetzlich-sein-gedanken-zum-muessiggang-in-zeiten-der-corona-krise-137638267,Kann man faul und trotzdem nützlich sein? Gedanken zum Müssiggang in Zeiten der Corona-Krise - Kommentare (AAZ) - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-11 03:00:00+00:00,https://www.aargauerzeitung.ch/kommentare-aaz/rentner-sollen-coronakrise-zahlen-was-soll-das-denn-137638647,Rentner sollen Coronakrise zahlen: Was soll das denn? - Kommentare (AAZ) - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-11 03:29:30+00:00,https://www.tdg.ch/monde/Le-Covid19-a-fait-plus-de-100-000-victimes/story/24390056,Le Covid-19 a fait plus de 100'000 victimes | Tribune de Genève,Tribune de Genève,FR
2020-04-11 03:30:00+00:00,https://www.aargauerzeitung.ch/leben/ob-das-vor-corona-schuetzt-promis-setzen-jetzt-auf-teure-luxus-schutzmasken-137634226,Ob das vor Corona schützt? Promis setzen jetzt auf teure Luxus-Schutzmasken - Wissen - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-11 05:00:00+00:00,https://www.cdt.ch/approfondimenti/il-coronavirus-potrebbe-favorire-la-pace-in-yemen-LI2569296,Â«Il coronavirus potrebbe favorire la pace in Yemen»,Corriere del Ticino,IT
2020-04-11 05:17:42.646000+00:00,https://www.bazonline.ch/das-trial-and-error-prinzip-834713804751,Corona-Behandlung am Spital – Das Trial-and-Error-Prinzip ,Basler Zeitung,DE
2020-04-11 05:39:21.839000+00:00,https://www.bazonline.ch/lachen-in-corona-zeiten-folge-6-664277033090,Humor gegen Virus-Krise – Lachen in Corona-Zeiten – Folge 6 ,Basler Zeitung,DE
2020-04-11 05:39:21.839000+00:00,https://www.tagesanzeiger.ch/lachen-in-corona-zeiten-folge-6-664277033090,Humor gegen Virus-Krise – Lachen in Corona-Zeiten – Folge 6 | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 05:41:47.334000+00:00,https://www.bazonline.ch/die-verwirrte-gesellschaft-969300380457,Essay zum Leben in Corona-Zeiten – Die verwirrte Gesellschaft ,Basler Zeitung,DE
2020-04-11 05:41:47.334000+00:00,https://www.tagesanzeiger.ch/die-verwirrte-gesellschaft-969300380457,Essay zum Leben in Corona-Zeiten – Die verwirrte Gesellschaft | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 06:14:21+00:00,https://www.24heures.ch/vivre/Le-Covid19-n-atteint-pas-la-ferveur-des-fideles/story/13038578,Le Covid-19 n’atteint pas la ferveur des fidèles | 24 heures,24 heures,FR
2020-04-11 06:29:00+00:00,https://www.srf.ch/news/schweiz/virus-im-gemueseregal-wie-gefaehrlich-ist-einkaufen-in-coronazeiten-wirklich,Virus im Gemüseregal - Wie gefährlich ist Einkaufen in Coronazeiten wirklich? - News ,SRF,DE
2020-04-11 06:45:00+00:00,https://www.srf.ch/sport/mehr-sport/triathlon/geld-sammeln-gegen-corona-ueber-200-000-franken-fuer-frodenos-home-ironman,Geld sammeln gegen Corona - Über 200'000 Franken für Frodenos «Home-Ironman» - Sport ,SRF,DE
2020-04-11 06:51:11+00:00,https://www.aargauerzeitung.ch/leben/digital/google-und-apple-kooperieren-bei-bekaempfung-des-coronavirus-137638390,Google und Apple bekämpfen Coronavirus gemeinsam mit Contact Tracing in Android und iOS - Digital - Wissen - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-11 07:15:21.156000+00:00,https://www.nzz.ch/meinung/ostern-in-zeiten-von-corona-staerke-aus-der-verletzlichkeit-ld.1551067,Ostern in Zeiten von Corona: Stärke aus der Verletzlichkeit,Neue Zürcher Zeitung,DE
2020-04-11 07:26:48.484800+00:00,https://www.blick.ch/auto/news_n_trends/good-news-statt-bad-vibes-so-hilft-die-autobranche-in-der-corona-krise-id15838543.html,So hilft die Autobranche in der Corona-Krise ,Blick,DE
2020-04-11 07:32:22.809000+00:00,https://www.bazonline.ch/fataler-protest-am-frauentag-131424713858,Corona-Epizentrum – Spanien und der fatale Frauentag am 8. März ,Basler Zeitung,DE
2020-04-11 07:32:22.809000+00:00,https://www.tagesanzeiger.ch/fataler-protest-am-frauentag-131424713858,Corona-Epizentrum – Spanien und der fatale Frauentag am 8. März | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 07:36:57.575700+00:00,https://www.blick.ch/news/politik/corona-klausur-darueber-beraet-der-bundesrat-heute-id15836355.html,Coronavirus: Der Bundesrat verlängert den Lockdown ,Blick,DE
2020-04-11 07:59:55.555500+00:00,https://www.blick.ch/news/wirtschaft/erster-offizieller-auftritt-des-neuen-chefs-wie-vincent-ducrot-die-sbb-durch-die-krise-steuern-will-id15824025.html,In Corona-Krise: Erster Auftritt von SBB-Chef Vincent Ducrot ,Blick,DE
2020-04-11 08:27:52.727000+00:00,https://www.bazonline.ch/wie-umweltzerstoerung-neue-epidemien-beguenstigt-633956751547,Coronavirus und andere Zoonosen – Wie Umweltzerstörung neue Epidemien begünstigt ,Basler Zeitung,DE
2020-04-11 08:27:52.727000+00:00,https://www.tagesanzeiger.ch/wie-umweltzerstoerung-neue-epidemien-beguenstigt-633956751547,Coronavirus und andere Zoonosen – Wie Umweltzerstörung neue Epidemien begünstigt | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 08:35:17+00:00,https://www.rts.ch/info/monde/11239182-des-victimes-non-reclamees-du-covid19-inhumees-sur-une-ile-a-new-york.html,Des victimes non réclamées du Covid-19 inhumées sur une île à New York - rts.ch - Monde,RTS,FR
2020-04-11 08:35:35.292000+00:00,https://www.nzz.ch/zuerich/coronavirus-in-zuerich-mehr-kontrolle-fuer-den-regierungsrat-ld.1551350,Coronavirus in Zürich: Mehr Kontrolle für den Regierungsrat,Neue Zürcher Zeitung,DE
2020-04-11 09:00:00+00:00,https://www.swissinfo.ch/eng/covid-19-diplomacy_how-coronavirus-has-changed-life-at-swiss-embassies/45677566,How coronavirus has changed life at Swiss embassies ,SWI swissinfo.ch (EN),EN
2020-04-11 09:05:00.768000+00:00,https://www.bazonline.ch/bundesrat-diskutiert-maskenempfehlung-143835367971,Corona-Massnahmen in der Schweiz – Bundesrat diskutiert Maskenempfehlung ,Basler Zeitung,DE
2020-04-11 09:05:00.768000+00:00,https://www.tagesanzeiger.ch/bundesrat-diskutiert-maskenempfehlung-143835367971,Corona-Massnahmen in der Schweiz – Bundesrat diskutiert Maskenempfehlung | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 09:27:38+00:00,https://www.aargauerzeitung.ch/ausland/papst-begeht-karfreitags-prozession-mit-gefaengnis-texten-137639134,Bescheidene Kreuzweg-Prozession und Gefängnis-Texte: Papst bricht wegen Corona mit Traditionen - Ausland - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-11 09:49:44.977000+00:00,https://www.nzz.ch/wirtschaft/corona-krise-so-wollen-schweizer-oekonomen-das-land-vom-lockdown-befreien-ld.1550691,Coronavirus: So wollen Schweizer Ökonomen den Lockdown aufheben,Neue Zürcher Zeitung,DE
2020-04-11 09:52:39+00:00,https://www.tdg.ch/suisse/Coronavirus-Alain-Berset-craint-un-contrecoup-/story/19408231,Coronavirus: Alain Berset craint un contrecoup | Tribune de Genève,Tribune de Genève,FR
2020-04-11 09:53:00+00:00,https://www.srf.ch/news/schweiz/corona-und-die-klimakrise-wwf-fordert-einen-nachhaltigen-neustart-der-wirtschaft,Corona und die Klimakrise - WWF fordert einen nachhaltigen Neustart der Wirtschaft - News ,SRF,DE
2020-04-11 09:59:16.161600+00:00,https://www.blick.ch/news/ausland/15-jaehriger-indianer-gestorben-coronavirus-bedroht-amazonas-volk-id15840845.html,Coronavirus bedroht Amazonas-Volk ,Blick,DE
2020-04-11 10:08:59.595900+00:00,https://www.blick.ch/news/ausland/studie-aus-wuhan-coronavirus-koennte-unserem-hirn-schaden-id15840861.html,Coronavirus könnte unserem Nervensystem schaden ,Blick,DE
2020-04-11 10:19:57.064000+00:00,https://www.bazonline.ch/diese-schweizer-hotels-sind-trotzdem-offen-521648934596,Übernachten in Corona-Zeiten – Diese Schweizer Hotels sind trotzdem offen  ,Basler Zeitung,DE
2020-04-11 10:19:57.064000+00:00,https://www.tagesanzeiger.ch/diese-schweizer-hotels-sind-trotzdem-offen-521648934596,Übernachten in Corona-Zeiten – Diese Schweizer Hotels sind trotzdem offen  | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 10:25:16.161600+00:00,https://www.blick.ch/news/wirtschaft/trotz-der-notkredite-fuer-unternehmer-die-angst-der-kleinen-vor-der-schuldenfalle-id15816265.html,Wegen Coronavirus: KMU und Selbständige haben Existenzängste ,Blick,DE
2020-04-11 10:25:17.171700+00:00,https://www.blick.ch/news/wirtschaft/piero-della-vecchia-50-coiffeur-in-winterthur-zh-wie-soll-ich-das-geld-jemals-zurueckzahlen-id15816282.html,Coronavirus: Coiffeur Piero Della Vecchia ist verzweifelt ,Blick,DE
2020-04-11 10:38:07.900000+00:00,https://www.bazonline.ch/corona-loest-in-den-schweizer-kirchen-eine-revolution-aus-775222110715,Ostern im Ausnahmezustand – Corona löst in den Schweizer Kirchen eine Revolution aus ,Basler Zeitung,DE
2020-04-11 10:38:07.900000+00:00,https://www.tagesanzeiger.ch/corona-loest-in-den-schweizer-kirchen-eine-revolution-aus-775222110715,Ostern im Ausnahmezustand – Corona löst in den Schweizer Kirchen eine Revolution aus | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 10:39:40.404000+00:00,https://www.blick.ch/news/schweiz/ostschweiz/militaerpolizist-gian-domenico-bilotta-23-haelt-die-grenze-zu-deutschland-dicht-ihn-beeindrucken-weder-traenen-noch-flueche-id15840190.html,Coronavirus: So hilft die Militärpolizei am Zoll Kreuzlingen ,Blick,DE
2020-04-11 10:40:06.066000+00:00,https://www.blick.ch/news/politik/bundesraetin-karin-keller-sutter-im-grossen-blick-interview-ueber-die-corona-krise-nichts-ist-fuer-immer-garantiert-id15840416.html,Keller-Sutter zur Corona-Krise: «Eine Phase des Verzichts» ,Blick,DE
2020-04-11 10:40:50.505000+00:00,https://www.blick.ch/news/ausland/er-fand-das-virus-harmlos-new-yorks-noete-uebertrieben-und-holte-sich-tipps-von-facebook-unfaehiger-trump-schwiegersohn-mischt-bei-corona-politik-mit-id15839785.html,Trumps Schwiegersohn Jared Kushner mischt Corona-Taskforce auf,Blick,DE
2020-04-11 10:41:00+00:00,https://www.20min.ch/ro/entertainment/people/story/28598952,20min - La chanson «Ça m'énerve» revisitée à la sauce corona,20 Minutes (FR),FR
2020-04-11 10:41:28.282800+00:00,https://www.blick.ch/news/blick-bei-der-kontrolle-vor-dem-gotthard-die-ausreden-der-oster-ausfluegler-ich-muss-meinen-chihuahua-holen-id15840252.html,Corona: Hier werden die Ausflügler vor dem Gotthard gestoppt ,Blick,DE
2020-04-11 10:41:44.444400+00:00,https://www.blick.ch/meinung/thema-der-woche/blickpunkt-ueber-die-wirtschaft-in-der-corona-krise-gebt-geld-aus-id15840538.html,Kommentar zur Wirtschaft in der Corona-Krise: Gebt Geld aus! ,Blick,DE
2020-04-11 10:42:01.011000+00:00,https://www.blick.ch/news/wirtschaft/herd-der-pandemie-diese-tiere-gab-es-auf-dem-markt-in-wuhan-zu-kaufen-id15837343.html,Coronavirus: Diese Tiere gab es auf dem Markt in Wuhan ,Blick,DE
2020-04-11 10:42:15.151500+00:00,https://www.blick.ch/news/schweiz/stefan-junger-52-ist-pfarrer-pazifist-und-oberster-militaer-seelsorger-er-ist-gerne-sorgen-onkel-der-soldaten-id15840452.html,Coronavirus: Mobilmachung auch bei den Militärpfarrern ,Blick,DE
2020-04-11 10:42:31.313100+00:00,https://www.blick.ch/news/ausland/pfleger-ermordete-freundin-lorena-quaranta-angeblich-aus-angst-vor-corona-kommen-sie-ich-habe-einen-mord-begangen-id15840170.html,Corona-Mord: Der Fall Lorena Quaranta erschüttert Italien ,Blick,DE
2020-04-11 10:42:38.699000+00:00,https://www.bazonline.ch/schweiz-beteiligt-sich-an-europaeischer-app-gegen-das-virus-602350594164,Infektionen mit Bluetooth verfolgen – Schweiz beteiligt sich an Corona-App ,Basler Zeitung,DE
2020-04-11 10:42:38.699000+00:00,https://www.tagesanzeiger.ch/schweiz-beteiligt-sich-an-europaeischer-app-gegen-das-virus-602350594164,Infektionen mit Bluetooth verfolgen – Schweiz beteiligt sich an Corona-App | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 10:42:46.464600+00:00,https://www.blick.ch/news/ausland/bricht-so-das-virus-wieder-aus-nach-lockdown-stuermen-chinesen-die-touristenorte-id15837880.html,Corona: Nach Lockdown stürmen 20'000 Chinesen Touristenorte ,Blick,DE
2020-04-11 10:43:11.111100+00:00,https://www.blick.ch/news/politik/angebot-fuer-coiffeure-so-will-martullo-blocher-unsere-frisuren-retten-id15839188.html,Corona-Hilfe: Martullo bietet Schutzmasken für Coiffeure an ,Blick,DE
2020-04-11 10:44:24.795000+00:00,https://www.bazonline.ch/eine-app-die-infizierte-in-der-naehe-anzeigt-228571564595,"Google und Apple vs. Corona – Eine App, die Infizierte in der Nähe anzeigt ",Basler Zeitung,DE
2020-04-11 10:44:24.795000+00:00,https://www.tagesanzeiger.ch/eine-app-die-infizierte-in-der-naehe-anzeigt-228571564595,"Google und Apple vs. Corona – Eine App, die Infizierte in der Nähe anzeigt | Tages-Anzeiger",Tages Anzeiger,DE
2020-04-11 11:26:51.515100+00:00,https://www.blick.ch/news/wirtschaft/gartencenter-droht-wegen-des-corona-notstands-der-ruin-er-hat-nur-fuer-den-kompost-gearbeitet-id15840548.html,Coronavirus steckt Gartencenter an: Lockdown belastet Umsätze ,Blick,DE
2020-04-11 12:08:07.519000+00:00,https://www.tagesanzeiger.ch/singen-gegen-den-corona-koller-786729539930,Zürich klingt – Singen gegen den Corona-Koller | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 12:41:11.982000+00:00,https://www.bazonline.ch/wo-steht-die-schweiz-bei-der-viren-bekaempfung-461367370340,Corona-Pressekonferenz am Samstag – «Das wäre der stärkste Rückgang in der Schweiz seit 1974» ,Basler Zeitung,DE
2020-04-11 12:41:11.982000+00:00,https://www.tagesanzeiger.ch/wo-steht-die-schweiz-bei-der-viren-bekaempfung-461367370340,Corona-Pressekonferenz am Samstag – «Das wäre der stärkste Rückgang in der Schweiz seit 1974» | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 12:52:00+00:00,https://www.20min.ch/ro/news/geneve/story/15759083,20min - Covid-19: le reflux se poursuit à l'hôpital,20 Minutes (FR),FR
2020-04-11 13:31:46+00:00,https://www.tdg.ch/geneve/coronavirus-gele-mariage/story/20655543,Le coronavirus gèle leur mariage | Tribune de Genève,Tribune de Genève,FR
2020-04-11 13:33:48+00:00,https://www.24heures.ch/vaud-regions/Le-coronavirus-gele-leur-mariage/story/15942578,Le coronavirus gèle leur mariage | 24 heures,24 heures,FR
2020-04-11 13:36:47.474700+00:00,https://www.blick.ch/news/politik/bundesrat-berset-warnt-vor-corona-rueckschlag-masken-empfehlung-koennte-mit-lockerung-kommen-id15840631.html,Berset warnt vor Corona-Rückschlag – kommt Maskenempfehlung? ,Blick,DE
2020-04-11 13:44:01.011000+00:00,https://www.blick.ch/news/schweiz/zuerich/kult-clip-stube-sitze-machte-ramiz-krasniqi-76-zum-internet-hit-sein-spruch-rettet-heute-leben-id15839050.html,Während Corona: BLICK bei Sohn von Stube sitze Ramiz Krasniqi ,Blick,DE
2020-04-11 13:46:00+00:00,https://www.srf.ch/news/schweiz/corona-krise-in-der-schweiz-wir-sind-ueber-den-berg-falls-es-der-letzte-berg-ist,"Corona-Krise in der Schweiz - «Wir sind über den Berg, falls es der letzte Berg ist» - News ",SRF,DE
2020-04-11 13:46:02.398000+00:00,https://www.bazonline.ch/der-corona-osterhase-erobert-die-schweiz-762658998131,Ungewöhnliche Geschäftsidee – Der Schweizer Corona-Osterhase ,Basler Zeitung,DE
2020-04-11 13:46:02.398000+00:00,https://www.tagesanzeiger.ch/der-corona-osterhase-erobert-die-schweiz-762658998131,Ungewöhnliche Geschäftsidee – Der Schweizer Corona-Osterhase | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 13:52:23.185000+00:00,https://www.bazonline.ch/raucher-haben-hoeheres-risiko-fuer-schweren-corona-verlauf-619729191280,Covid-19-Patienten untersucht  – Raucher haben höheres Risiko für schweren Corona-Verlauf ,Basler Zeitung,DE
2020-04-11 13:52:23.185000+00:00,https://www.tagesanzeiger.ch/raucher-haben-hoeheres-risiko-fuer-schweren-corona-verlauf-619729191280,Covid-19-Patienten untersucht  – Raucher haben höheres Risiko für schweren Corona-Verlauf | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 14:22:51.515100+00:00,https://www.blick.ch/news/wirtschaft/aufruesten-zum-dosieren-so-reguliert-aldi-den-kundenstrom-id15828334.html,Coronavirus: Aldi reguliert Kunden mit digitalem Dosiersystem ,Blick,DE
2020-04-11 14:29:05.372000+00:00,https://www.nzz.ch/schweiz/coronavirus-politiker-debattieren-ueber-den-einsatz-der-armee-ld.1551226,Coronavirus: Politiker debattieren über den Einsatz der Armee,Neue Zürcher Zeitung,DE
2020-04-11 15:14:18.276000+00:00,https://www.bazonline.ch/der-lockdown-ueber-nacht-640619239386,Coronavirus in der Türkei – Lockdown über Nacht ,Basler Zeitung,DE
2020-04-11 15:14:18.276000+00:00,https://www.tagesanzeiger.ch/der-lockdown-ueber-nacht-640619239386,Coronavirus in der Türkei – Lockdown über Nacht | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 15:23:29.292900+00:00,https://www.blick.ch/news/politik/in-bern-sind-viele-corona-abstriche-negativ-was-bringt-das-grosszuegige-testen-id15839693.html,Berner Corona-Drive-in testet weniger Positive ,Blick,DE
2020-04-11 15:30:42.424200+00:00,https://www.blick.ch/news/ausland/italienisches-paar-heiratet-waehrend-corona-krise-mit-mundschutz-ja-gesagt-id15841375.html,Rom: Hochzeit trotz Corona-Krise ,Blick,DE
2020-04-11 15:49:03.033000+00:00,https://www.blick.ch/news/schweiz/tessin/deutschschweizer-bleiben-zu-hause-bellinzonas-strassen-leergefegt-id15840977.html,Wegen Coronavirus: Bellinzonas Strassen leergefegt ,Blick,DE
2020-04-11 15:51:30.303000+00:00,https://www.blick.ch/news/wirtschaft/weil-ihm-die-post-in-corona-zeiten-zu-langsam-ist-aargauer-metzger-hansruedi-kyburz-hilft-arbeitslosen-taxi-fahrern-id15840884.html,Corona-Krise: Aargauer Online-Metzger liefert mit Taxis aus ,Blick,DE
2020-04-11 16:21:45+00:00,https://www.aargauerzeitung.ch/aargau/kanton-aargau/wie-gut-der-aargau-die-coronakrise-meistert-eine-zwischenbilanz-137637905,Wie gut der Aargau die Coronakrise meistert – eine Zwischenbilanz - Kanton (Aargau) - Aargau - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-11 16:34:53+00:00,https://www.20min.ch/schweiz/bern/story/Dieser-Bus-ist-virensicher-28381855,20min - Plastik-Vorhang in Car soll vor Corona schützen,20 Minuten (DE),DE
2020-04-11 16:45:04+00:00,https://www.aargauerzeitung.ch/panorama/vermischtes/universitaet-usa-verzeichnen-weltweit-meiste-tote-in-corona-krise-137641538,Universität: USA verzeichnen weltweit meiste Tote in Corona-Krise - Vermischtes - Panorama - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-11 17:15:54.545400+00:00,https://www.blick.ch/news/wirtschaft/wiedereroeffnung-aber-schnell-so-planen-coop-migros-und-co-die-rueckkehr-zur-normalitaet-id15841289.html,Coronakrise: Detailhändler planen vier Etappen zur Normalität ,Blick,DE
2020-04-11 17:38:40.627000+00:00,https://nzzas.nzz.ch/wirtschaft/die-wirtschaft-duerfte-robust-genug-sein-um-eine-rezession-zu-ueberstehen-ld.1551412,Das Coronavirus kann die Weltwirtschaft nicht in die Knie zwingen,Neue Zürcher Zeitung,DE
2020-04-11 17:58:00+00:00,https://www.20min.ch/schweiz/news/story/13112977,20min - Rega leistet jetzt Corona-Einsätze auch im Ausland,20 Minuten (DE),DE
2020-04-11 18:01:29.237000+00:00,https://www.bazonline.ch/der-unsichtbare-praesident-751983062682,Corona-Krise in Nicaragua – Der unsichtbare Präsident ,Basler Zeitung,DE
2020-04-11 18:01:29.237000+00:00,https://www.tagesanzeiger.ch/der-unsichtbare-praesident-751983062682,Corona-Krise in Nicaragua – Der unsichtbare Präsident | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 18:03:43.383000+00:00,https://www.bazonline.ch/wo-das-faelschen-system-hat-693545139032,Corona-Krise in China – Wo das Fälschen System hat ,Basler Zeitung,DE
2020-04-11 18:03:43.383000+00:00,https://www.tagesanzeiger.ch/wo-das-faelschen-system-hat-693545139032,Corona-Krise in China – Wo das Fälschen System hat | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 18:05:31.528000+00:00,https://www.bazonline.ch/das-gegenteil-von-willkommen-daheim-806555634763,Corona-Krise auf dem Balkan – Das Gegenteil von «Willkommen daheim» ,Basler Zeitung,DE
2020-04-11 18:05:31.528000+00:00,https://www.tagesanzeiger.ch/das-gegenteil-von-willkommen-daheim-806555634763,Corona-Krise auf dem Balkan – Das Gegenteil von «Willkommen daheim» | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 18:23:58+00:00,https://www.tio.ch/newsblog/verita-immobiliari/1431362/subentrante-coronavirus-appartamento-tempi-immobiliari,Trovare subentrante ai tempi del coronavirus,Il portale del Ticino,IT
2020-04-11 19:08:11.112000+00:00,https://www.bazonline.ch/so-kann-die-wirtschaft-mit-dem-coronavirus-leben-184435720906,Der R-Faktor – So kann die Wirtschaft mit dem Coronavirus leben ,Basler Zeitung,DE
2020-04-11 19:08:11.112000+00:00,https://www.tagesanzeiger.ch/so-kann-die-wirtschaft-mit-dem-coronavirus-leben-184435720906,Der R-Faktor – So kann die Wirtschaft mit dem Coronavirus leben | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 19:14:27+00:00,https://www.20min.ch/schweiz/news/story/19455229,20min - «Wegen Corona wollen  alle ein Tier adoptieren»,20 Minuten (DE),DE
2020-04-11 19:20:13.316000+00:00,https://www.bazonline.ch/wie-leicht-steckt-man-sich-beim-joggen-mit-dem-coronavirus-an-407028847117,Sport und Corona – Wie leicht überträgt sich das Virus beim Joggen? ,Basler Zeitung,DE
2020-04-11 19:20:13.316000+00:00,https://www.tagesanzeiger.ch/wie-leicht-steckt-man-sich-beim-joggen-mit-dem-coronavirus-an-407028847117,Sport und Corona – Wie leicht überträgt sich das Virus beim Joggen? | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 19:32:19.355000+00:00,https://nzzas.nzz.ch/international/coronavirus-grossbritannien-nhs-am-anschlag-ld.1551479,Coronavirus Grossbritannien: NHS am Anschlag,Neue Zürcher Zeitung,DE
2020-04-11 19:55:14.542000+00:00,https://www.bazonline.ch/das-groesste-flugzeug-der-welt-im-kampf-gegen-corona-920613662023,Medizinischer Megatransport – Das grösste Flugzeug der Welt im Kampf gegen Corona ,Basler Zeitung,DE
2020-04-11 19:55:14.542000+00:00,https://www.tagesanzeiger.ch/das-groesste-flugzeug-der-welt-im-kampf-gegen-corona-920613662023,Medizinischer Megatransport – Das grösste Flugzeug der Welt im Kampf gegen Corona | Tages-Anzeiger,Tages Anzeiger,DE
2020-04-11 20:09:12.283000+00:00,https://nzzas.nzz.ch/hintergrund/coronakrise-kochen-hilft-gegen-eintoenigkeit-ld.1551464,Coronakrise: Kochen hilft gegen Eintönigkeit,Neue Zürcher Zeitung,DE
2020-04-11 20:18:48+00:00,https://www.aargauerzeitung.ch/kultur/buch-buehne-kunst/ich-wusste-in-jenem-moment-nicht-wie-ich-weiterleben-sollte-steven-schneider-ueber-den-ersten-liebesbrief-137633874,Coronakrise: Schweizer Autoren lesen aus ihren Büchern - Buch Bühne Kunst - Kultur - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-11 20:36:42+00:00,https://www.rts.ch/info/monde/11239158-les-etatsunis-devancent-litalie-en-nombre-de-deces-par-le-covid19-le-point-dans-le-monde.html,Les Etats-Unis devancent l'Italie en nombre de décès par le Covid-19 - Le point dans le monde - rts.ch - Monde,RTS,FR
2020-04-11 20:58:28.214000+00:00,https://nzzas.nzz.ch/wissen/corona-bulletin-4-wie-ein-alter-impfstoff-das-virus-ausbremsen-koennte-und-warum-das-schliessen-von-schulen-wenig-bringt-ld.1551388,Corona-Pandemie: Warum das Schliessen von Schulen wenig bringt,Neue Zürcher Zeitung,DE
2020-04-12 03:00:00+00:00,https://www.aargauerzeitung.ch/basel/basel-stadt/georg-pfleiderer-ueber-die-corona-passion-zu-ostern-da-wurden-ihnen-die-augen-aufgetan-137634231,Georg Pfleiderer über die Corona-Passion zu Ostern: «Da wurden ihnen die Augen aufgetan»  - Basel Stadt - Basel - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-12 04:05:04+00:00,https://www.aargauerzeitung.ch/ausland/china-meldet-neuen-hoechststand-importierter-corona-faelle-137642783,China meldet neuen Höchststand importierter Corona-Fälle - Ausland - Aargauer Zeitung,Aargauer Zeitung,DE
2020-04-12 05:17:40+00:00,https://www.rts.ch/info/monde/11239528-des-femmes-sont-au-cur-de-la-crise-contre-le-coronavirus-selon-locde.html,Des femmes sont au cœur de la crise contre le coronavirus selon l'OCDE - rts.ch - Monde,RTS,FR
2020-04-12 05:49:19.191900+00:00,https://www.blick.ch/news/politik/corona-im-innendepartement-bundesrat-berset-musste-sich-testen-lassen-id15841653.html,Corona: Bundesrat Berset musste sich testen lassen ,Blick,DE
2020-04-12 06:18:31.313100+00:00,https://www.blick.ch/news/wirtschaft/exklusiv-interview-mit-daniel-vasella-betreffend-schutzmasken-wurde-nicht-korrekt-kommuniziert-id15841693.html,Coronavirus: Ex-Novartis-Chef Daniel Vasella kritisiert Bund ,Blick,DE
2020-04-12 07:18:34.002000+00:00,https://www.nzz.ch/wirtschaft/corona-und-washigton-dc-ein-shutdown-der-besonderen-art-ld.1550792,Corona und Washigton DC: Ein Shutdown der besonderen Art,Neue Zürcher Zeitung,DE
2020-04-12 07:20:50.033000+00:00,https://www.bazonline.ch/hallo-hallo-hallo-muttenz-mir-bliibe-daeheim-819843833188,"Singen gegen Corona – «Hallo, Hallo, Hallo Muttenz, mir bliibe däheim» ",Basler Zeitung,DE
2020-04-12 07:30:55+00:00,https://www.srf.ch/radio-srf-virus/aktuell/corona-haarschnitt-so-verpasst-du-deinem-wg-gspaendli-einen-quarantaene-haarschnitt,Corona-Haarschnitt - So verpasst du deinem WG-Gspändli einen Quarantäne-Haarschnitt - Radio SRF Virus ,SRF,DE
